Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-13,1.6201284324090222,1.6933498919343073,1.6032958650042581,1.691666603088379,76216000,0.0,0.0
2002-02-14,1.7127068566465369,1.716073273073198,1.6706256078863135,1.6832499504089355,11021600,0.0,0.0
2002-02-15,1.683250296573549,1.6874583581040796,1.6580016063358487,1.6748340129852295,8389600,0.0,0.0
2002-02-19,1.6664173015090262,1.6664173015090262,1.5780467478408267,1.6075036525726318,7410400,0.0,0.0
2002-02-20,1.6159201962322576,1.6622095108032224,1.6032956917790468,1.6622095108032227,6892800,0.0,0.0
2002-02-21,1.6563183724217407,1.6706260068380219,1.6411690935660002,1.6580016613006592,6976800,0.0,0.0
2002-02-22,1.6706257009095922,1.6706257009095922,1.6159201065806463,1.6285444498062134,3525600,0.0,0.0
2002-02-25,1.624336975638774,1.6537938970679347,1.6058212744251368,1.641169548034668,3453600,0.0,0.0
2002-02-26,1.632753261836721,1.658002120430562,1.6066629190976622,1.641169548034668,2761600,0.0,0.0
2002-02-27,1.628544785452402,1.6293864299112022,1.5990878715034638,1.6117122173309326,4091200,0.0,0.0
2002-02-28,1.6159199339998929,1.6369605573044372,1.6075036525726318,1.6075036525726318,2751200,0.0,0.0
2002-03-01,1.6032956675477572,1.6453769203498214,1.5974043178398265,1.63022780418396,1913600,0.0,0.0
2002-03-04,1.6369610318959669,1.667259429080185,1.6344360985775892,1.6580016613006592,3180800,0.0,0.0
2002-03-05,1.6495859120382135,1.6537939750720139,1.612554347336973,1.6201289892196655,3444800,0.0,0.0
2002-03-06,1.619286523194755,1.6352774435616646,1.6159201065806463,1.6285444498062134,1316800,0.0,0.0
2002-03-07,1.6285443977747212,1.7337475221719612,1.6285443977747212,1.7185982465744019,2700800,0.0,0.0
2002-03-08,1.7084988310554923,1.7674126502755754,1.7084988310554923,1.7589963674545288,1600800,0.0,0.0
2002-03-11,1.7505800824071809,1.801077618741997,1.7463720212656306,1.7817202806472778,5462400,0.0,0.0
2002-03-12,1.7674124504516726,1.843158666222728,1.7674124504516726,1.7842450141906738,5819200,0.0,0.0
2002-03-13,1.7842454147538092,1.8094941055034177,1.7379559343431792,1.7690961360931396,5063200,0.0,0.0
2002-03-14,1.769096428478709,1.78424570964316,1.753947147314258,1.7674131393432617,1696800,0.0,0.0
2002-03-15,1.7674127629364396,1.7758290462939685,1.6748339670581278,1.7127071619033813,1708000,0.0,0.0
2002-03-18,1.716914776016266,1.716914776016266,1.6032953816086517,1.6243360042572021,2207200,0.0,0.0
2002-03-19,1.6369607056272222,1.6411687664585313,1.5654225478043529,1.5738388299942017,3229600,0.0,0.0
2002-03-20,1.5612145044340677,1.5612145044340677,1.4307626774643907,1.516608476638794,9236000,0.0,0.0
2002-03-21,1.5166086734752753,1.6201285362243651,1.5166086734752753,1.578047275543213,4427200,0.0,0.0
2002-03-22,1.5780466986412758,1.648743203582582,1.557847720161933,1.6243360042572021,2494400,0.0,0.0
2002-03-25,1.6411690813117645,1.667259416631139,1.6142371015592154,1.6596847772598267,7571200,0.0,0.0
2002-03-26,1.683250481085268,1.6916667655961495,1.6647347835831492,1.6815671920776367,1816800,0.0,0.0
2002-03-27,1.681567472516857,1.7674132998954755,1.674834475890728,1.7337483167648315,1369600,0.0,0.0
2002-03-28,1.7253313469289517,1.7337476295072234,1.6916663771431026,1.7000826597213745,1714400,0.0,0.0
2002-04-01,1.6874586921892154,1.6874586921892154,1.5990880983342888,1.603296160697937,1880000,0.0,0.0
2002-04-02,1.5990880437887969,1.5990880437887969,1.5443824322909527,1.5687894821166992,2098400,0.0,0.0
2002-04-03,1.5696311933880605,1.582255541112309,1.551957138679571,1.5654231309890747,567200,0.0,0.0
2002-04-04,1.5612147282232685,1.6032959894748635,1.5612147282232685,1.5948798656463623,763200,0.0,0.0
2002-04-05,1.5948798227182857,1.6327528605089603,1.5561649799346924,1.5561649799346924,837600,0.0,0.0
2002-04-08,1.5654228590046977,1.5654228590046977,1.4955679758383487,1.5401740074157715,1558400,0.0,0.0
2002-04-09,1.5317579737689697,1.6159204962721598,1.5317579737689697,1.5948798656463623,3562400,0.0,0.0
2002-04-10,1.5906711284153832,1.6032954705997868,1.5780467862309793,1.592354416847229,1302400,0.0,0.0
2002-04-11,1.5915130955272863,1.5915130955272863,1.5570064783096313,1.5570064783096313,1444000,0.0,0.0
2002-04-12,1.5696307720217604,1.5696307720217604,1.5199748785128215,1.5359658002853394,1236000,0.0,0.0
2002-04-15,1.5317580223304255,1.5628980667485688,1.5309163778154382,1.5620564222335815,1559200,0.0,0.0
2002-04-16,1.578047087318019,1.6159202816245517,1.578047087318019,1.5990877151489258,1225600,0.0,0.0
2002-04-17,1.620128604922712,1.7042911298537617,1.620128604922712,1.6672595739364624,3348800,0.0,0.0
2002-04-18,1.6672595739364624,1.6958748452552015,1.6613682228756532,1.6672595739364624,984800,0.0,0.0
2002-04-19,1.6672594972764703,1.712707335702655,1.6672594972764703,1.7059743404388428,646400,0.0,0.0
2002-04-22,1.6958742929315578,1.6958742929315578,1.6672590309324278,1.6832499504089355,772800,0.0,0.0
2002-04-23,1.679042416315774,1.7042911092793733,1.6411692163431002,1.645377278327942,824800,0.0,0.0
2002-04-24,1.6428523216946076,1.6504269608423785,1.6327527493218272,1.6335943937301636,1064800,0.0,0.0
2002-04-25,1.6335941820266204,1.6335941820266204,1.613395200425978,1.632752537727356,1727200,0.0,0.0
2002-04-26,1.6243370522534661,1.6479026226137672,1.6201289892196655,1.6201289892196655,1653600,0.0,0.0
2002-04-29,1.611711926985859,1.611711926985859,1.582255018343495,1.5906713008880615,2562400,0.0,0.0
2002-04-30,1.5780474654614691,1.6243367935707564,1.573839403097821,1.603296160697937,6894400,0.0,0.0
2002-05-01,1.6243362389417952,1.7253313064575195,1.6243362389417952,1.7253313064575195,1672000,0.0,0.0
2002-05-02,1.7169151400517657,1.7665710328730022,1.7169151400517657,1.7531050443649292,3316000,0.0,0.0
2002-05-03,1.7505804300308228,1.751422074531712,1.7303814435913065,1.7505804300308228,463200,0.0,0.0
2002-05-06,1.7497387594382323,1.901231221840762,1.7497387594382323,1.8305346965789795,2146400,0.0,0.0
2002-05-07,1.8221183633228744,1.8515752748001455,1.8052859571410431,1.8094940185546875,452800,0.0,0.0
2002-05-08,1.8263261898808116,1.893656121086327,1.8263261898808116,1.885239839553833,658400,0.0,0.0
2002-05-09,1.8936565534828478,1.9525703771354384,1.8936565534828478,1.923113465309143,847200,0.0,0.0
2002-05-10,1.9357378910378218,1.9719277990328907,1.8515753740361773,1.8566250801086426,696000,0.0,0.0
2002-05-13,1.857466624990149,1.857466624990149,1.754788417541043,1.8094940185546875,1929600,0.0,0.0
2002-05-14,1.8515755227556787,1.8852405001548724,1.7505804300308228,1.7505804300308228,3958400,0.0,0.0
2002-05-15,1.7421644665857523,1.767413161829544,1.6706262826919556,1.6706262826919556,5829600,0.0,0.0
2002-05-16,1.670626413197136,1.7421646026793178,1.670626413197136,1.7337483167648315,5286400,0.0,0.0
2002-05-17,1.7463723708370968,1.8094942637589198,1.7463723708370968,1.7867703437805176,4351200,0.0,0.0
2002-05-20,1.7867699065265654,1.809493820944027,1.7758288517295853,1.7993942499160767,2336000,0.0,0.0
2002-05-21,1.9020725943464196,1.906280655273227,1.721123245530712,1.7253313064575195,3872000,0.0,0.0
2002-05-22,1.7219654543521756,1.809494571124806,1.7084994610836635,1.7884539365768433,1847200,0.0,0.0
2002-05-23,1.7884535431979998,1.91048926094477,1.7884535431979998,1.8860820531845093,2157600,0.0,0.0
2002-05-24,1.8801901159951075,1.9946511584241564,1.8801901159951075,1.974452018737793,2212000,0.0,0.0
2002-05-28,1.9820270474391959,2.0443074461393134,1.9609864199269869,2.037574291229248,2082400,0.0,0.0
2002-05-29,2.0375742827203087,2.0375742827203087,1.9778189778882531,1.98623526096344,4728000,0.0,0.0
2002-05-30,1.9862354122086243,1.9862354122086243,1.9483622157499902,1.9576201438903809,3941600,0.0,0.0
2002-05-31,1.9576201293958968,2.0451490620239547,1.9576201293958968,2.03589129447937,2708000,0.0,0.0
2002-06-03,2.0358915855365103,2.0358915855365103,1.9475208353293467,1.9567787647247314,1817600,0.0,0.0
2002-06-04,1.953411433541389,2.0114836000878977,1.9273211050170467,1.971927285194397,1933600,0.0,0.0
2002-06-05,1.977819396603492,1.9929686772405648,1.9449960622413558,1.9567787647247314,1752000,0.0,0.0
2002-06-06,1.9567787647247314,1.990443743625292,1.951729058021468,1.9567787647247314,1403200,0.0,0.0
2002-06-07,1.935737821849488,1.955936805944647,1.8987062707447357,1.9315297603607178,1752000,0.0,0.0
2002-06-10,1.9315296862888418,1.960986436635115,1.8768239258691917,1.8936564922332764,854400,0.0,0.0
2002-06-11,1.9037562327304722,1.914697289466858,1.895339948803187,1.914697289466858,323200,0.0,0.0
2002-06-12,1.8944977652922983,1.8953394094982694,1.8364255992980296,1.885239839553833,532000,0.0,0.0
2002-06-13,1.8852400628898225,1.9441538800693197,1.8599913758284594,1.9323710203170776,1297600,0.0,0.0
2002-06-14,1.9306880146195153,1.9306880146195153,1.7968696115516032,1.8944981098175049,718400,0.0,0.0
2002-06-17,1.9020731727512872,1.9736113539518305,1.9020731727512872,1.937421441078186,936800,0.0,0.0
2002-06-18,1.9374212253072967,1.9483622821419158,1.8768241089085895,1.8953399658203125,260000,0.0,0.0
2002-06-19,1.8936565907105154,1.9483621934478121,1.8936565907105154,1.9357378482818604,905600,0.0,0.0
2002-06-20,1.92395555218406,1.92395555218406,1.8339016677252769,1.8431594371795654,509600,0.0,0.0
2002-06-21,1.8305350371769495,1.8305350371769495,1.7589968541933125,1.7674131393432617,1016000,0.0,0.0
2002-06-24,1.7674128691653677,1.7674128691653677,1.6748340677226814,1.7270148992538452,1092800,0.0,0.0
2002-06-25,1.727015032120031,1.749738952141228,1.6815671920776367,1.6815671920776367,829600,0.0,0.0
2002-06-26,1.6622098194380055,1.6622098194380055,1.5452239645272983,1.5948798656463623,2882400,0.0,0.0
2002-06-27,1.6075037347459784,1.6832499504089355,1.5915128152694706,1.6832499504089355,1632000,0.0,0.0
2002-06-28,1.6790421190224105,1.7943446664751108,1.668942547308849,1.766571044921875,3480000,0.0,0.0
2002-07-01,1.7589961374959207,1.7665707749918842,1.6537930173044515,1.661367654800415,1088000,0.0,0.0
2002-07-02,1.6605262289223717,1.6605262289223717,1.5039840746518562,1.5788886547088623,1637600,0.0,0.0
2002-07-03,1.5738390449887447,1.6075040178197186,1.451803337883305,1.5570064783096313,2226400,0.0,0.0
2002-07-05,1.5654229497869574,1.6378026099405678,1.5654229497869574,1.5999295711517334,455200,0.0,0.0
2002-07-08,1.6075042582885097,1.7127074144523222,1.5965630401521982,1.6672595739364624,1433600,0.0,0.0
2002-07-09,1.658002120430562,1.7194407367791522,1.619287268130929,1.641169548034668,2162400,0.0,0.0
2002-07-10,1.6411687526635823,1.6916662848509847,1.5948794417993475,1.615920066833496,2144000,0.0,0.0
2002-07-11,1.603295823887553,1.6066624014930735,1.49388462014423,1.5511151552200317,2443200,0.0,0.0
2002-07-12,1.551115344933436,1.551115344933436,1.4787355228346915,1.488835096359253,1052800,0.0,0.0
2002-07-15,1.4871515799550872,1.4871515799550872,1.32976769357605,1.4055140018463135,1300000,0.0,0.0
2002-07-16,1.3844732992154436,1.4198215584451601,1.3541747454393318,1.362591028213501,1246400,0.0,0.0
2002-07-17,1.36679943790697,1.4013060616066468,1.2035241686102707,1.354175090789795,6398400,0.0,0.0
2002-07-18,1.3541747062424438,1.3802650376126597,1.343233571058166,1.3499666452407837,1261600,0.0,0.0
2002-07-19,1.342392102862365,1.3474418890959108,1.3171433322218944,1.3280844688415527,1353600,0.0,0.0
2002-07-22,1.3230345908737187,1.386156388873454,1.3129350999832161,1.3297675848007202,999200,0.0,0.0
2002-07-23,1.3381838917052704,1.3802651471710163,1.2834782917052507,1.3466001749038696,2536000,0.0,0.0
2002-07-24,1.3297676732864556,1.4829434959774535,1.2615960049097443,1.4804185628890991,1784800,0.0,0.0
2002-07-25,1.4812604885436562,1.4812604885436562,1.3970979626096676,1.4290796518325806,560800,0.0,0.0
2002-07-26,1.429921114484706,1.489676583771774,1.429921114484706,1.476210594177246,668800,0.0,0.0
2002-07-29,1.4778937636733742,1.5443822296108907,1.4778937636733742,1.5401740074157715,936000,0.0,0.0
2002-07-30,1.5401741473740798,1.5485904320018575,1.48546853808444,1.5107173919677734,716800,0.0,0.0
2002-07-31,1.4938847541809082,1.4947263986578037,1.450120204545965,1.472844123840332,777600,0.0,0.0
2002-08-01,1.464427691326035,1.464427691326035,1.364274256097745,1.404672384262085,1011200,0.0,0.0
2002-08-02,1.3928896761831597,1.3928896761831597,1.2498134849665972,1.270854115486145,1099200,0.0,0.0
2002-08-05,1.2708538104138856,1.3196680550801403,1.2708538104138856,1.2918944358825684,702400,0.0,0.0
2002-08-06,1.304518960694304,1.3373423698905504,1.304518960694304,1.3289260864257812,1688800,0.0,0.0
2002-08-07,1.33145118826379,1.346600469226959,1.300311062044554,1.337342619895935,1560800,0.0,0.0
2002-08-08,1.3297675892945933,1.3339757305790951,1.1656507213079723,1.2540212869644165,4937600,0.0,0.0
2002-08-09,1.2540214663088844,1.312935292190261,1.2540214663088844,1.2834783792495728,946400,0.0,0.0
2002-08-12,1.282636806298251,1.3676409721374512,1.2792703086543042,1.3676409721374512,926400,0.0,0.0
2002-08-13,1.3886814930841407,1.4484368014910414,1.3684825088116421,1.3760571479797363,1760800,0.0,0.0
2002-08-14,1.3760570106203227,1.498092548484196,1.3760570106203227,1.4560112953186035,3224800,0.0,0.0
2002-08-15,1.5149251344601722,1.5780470150626795,1.5149251344601722,1.523341417312622,3407200,0.0,0.0
2002-08-16,1.523341398914681,1.6664175635693688,1.523341398914681,1.5931962728500366,1723200,0.0,0.0
2002-08-19,1.5931967565702003,1.7194405545801712,1.573839412735221,1.6790425777435303,1722400,0.0,0.0
2002-08-20,1.742163909401108,1.8094938488690615,1.7000826571018275,1.7606796026229858,5432800,0.0,0.0
2002-08-21,1.763204907867014,1.8094942309597262,1.727014997563456,1.805286169052124,1994400,0.0,0.0
2002-08-22,1.784245122596231,1.8094938092115447,1.71691502407667,1.7253313064575195,3035200,0.0,0.0
2002-08-23,1.725331390960307,1.7261730352923372,1.6622095108032224,1.6622095108032227,1333600,0.0,0.0
2002-08-26,1.6630516561580078,1.7463725438039326,1.6605267224012377,1.738797903060913,2069600,0.0,0.0
2002-08-27,1.7421643360414918,1.7707796074548043,1.72112370473919,1.734589695930481,1864800,0.0,0.0
2002-08-28,1.7295394578444874,1.7884532770645702,1.713548697064466,1.7589963674545288,2461600,0.0,0.0
2002-08-29,1.7522635107055007,1.8044443398659136,1.7228065987856187,1.803602695465088,1388000,0.0,0.0
2002-08-30,1.817910545356485,1.8507338782547895,1.7505804300308228,1.7505804300308228,778400,0.0,0.0
2002-09-03,1.7505798842144034,1.7505798842144034,1.6453767623138447,1.6832499504089355,1085600,0.0,0.0
2002-09-04,1.700083214611403,1.7320649062146518,1.5654231309890747,1.5654231309890747,2308800,0.0,0.0
2002-09-05,1.557006533961744,1.6411690493110276,1.5511151835716557,1.6142370700836182,1292800,0.0,0.0
2002-09-06,1.6201285438410051,1.6664178665969827,1.6201285438410051,1.6504271030426025,1339200,0.0,0.0
