Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-09-09,1.6537934213767387,1.6874583959579468,1.5654228430351598,1.6874583959579468,1700000,0.0,0.0
2002-09-10,1.6933496135461592,1.7244896494400856,1.6697840551591399,1.7169150114059448,1416800,0.0,0.0
2002-09-11,1.7337480215948633,1.7581550700115507,1.7337480215948633,1.7505804300308228,599200,0.0,0.0
2002-09-12,1.7716206056868906,1.774145538540682,1.7169150114059448,1.7169150114059448,1172000,0.0,0.0
2002-09-13,1.7000832771590908,1.7000832771590908,1.6495857238769531,1.6495857238769531,288000,0.0,0.0
2002-09-16,1.6504275929392234,1.7034499267533736,1.6495859482085455,1.7009249925613403,484800,0.0,0.0
2002-09-17,1.7219646630809549,1.7556297913098544,1.6714672917920623,1.7185982465744019,388800,0.0,0.0
2002-09-18,1.708499009965883,1.7160736492453008,1.6706259740960538,1.691666603088379,408000,0.0,0.0
2002-09-19,1.7000829628653324,1.7463722845088778,1.6832503947073523,1.7068159580230713,3078400,0.0,0.0
2002-09-20,1.7564717945085,1.7564717945085,1.666417766778784,1.6874583959579468,737600,0.0,0.0
2002-09-23,1.6883000025156374,1.6908249357503105,1.6731507241621142,1.6748340129852295,1595200,0.0,0.0
2002-09-24,1.6714681715882755,1.6723098162897303,1.5696314100946551,1.6344366073608398,1099200,0.0,0.0
2002-09-25,1.6378025307293422,1.663893027008487,1.6369610468094795,1.653793454170227,840000,0.0,0.0
2002-09-26,1.666418099863002,1.7379562854766846,1.662210037396965,1.7379562854766846,1353600,0.0,0.0
2002-09-27,1.7379560714166955,1.8641998561761737,1.7379560714166955,1.7909785509109497,2938400,0.0,0.0
2002-09-30,1.7909785844959638,1.8010779975708362,1.6369611706223064,1.7211236953735352,2290400,0.0,0.0
2002-10-01,1.7211231385040267,1.7211231385040267,1.5999290971269602,1.6832499504089355,3411200,0.0,0.0
2002-10-02,1.6706257009418348,1.6824083998822936,1.6243362284108847,1.6664174795150757,1560000,0.0,0.0
2002-10-03,1.6731508180779429,1.6731508180779429,1.6117122173309326,1.6117122173309326,1212000,0.0,0.0
2002-10-04,1.6234952085727372,1.65379360886712,1.5570067357757076,1.625178337097168,2060800,0.0,0.0
2002-10-07,1.6075043970880967,1.6159206824133592,1.5654231309890747,1.5654231309890747,1420800,0.0,0.0
2002-10-08,1.582255018343495,1.622653142451967,1.579730245949191,1.5906713008880615,1255200,0.0,0.0
2002-10-09,1.5822551676509715,1.59067145098973,1.4703190326690674,1.4703190326690674,1482400,0.0,0.0
2002-10-10,1.4728439179640058,1.5763637662429364,1.4534865792830183,1.5410155057907104,2052800,0.0,0.0
2002-10-11,1.549431930682427,1.5780471994071916,1.5485902862461383,1.5628979206085205,1828000,0.0,0.0
2002-10-14,1.5544820907524262,1.586463946562503,1.544382675621998,1.577206015586853,673600,0.0,0.0
2002-10-15,1.6411689905033706,1.6706259019255483,1.6133953678544037,1.6487436294555664,1840800,0.0,0.0
2002-10-16,1.6420111927071934,1.658002120430562,1.6125542712780327,1.641169548034668,1138400,0.0,0.0
2002-10-17,1.6580017259329,1.7387976689434206,1.6394858685975373,1.6647347211837769,1288800,0.0,0.0
2002-10-18,1.6647345554508957,1.7581548351904326,1.6630512666739392,1.7127071619033813,1427200,0.0,0.0
2002-10-21,1.7135486709194516,1.7665709789867272,1.6916664001295034,1.7547882795333862,1616800,0.0,0.0
2002-10-22,1.5317580953973076,1.6664180136731845,1.5317580953973076,1.6133956909179688,7187200,0.0,0.0
2002-10-23,1.6108703794481416,1.6866167663722997,1.6108703794481416,1.6782004833221436,1184800,0.0,0.0
2002-10-24,1.6916663249769648,1.7236480051554885,1.6916663249769648,1.7169150114059448,1300800,0.0,0.0
2002-10-25,1.7084989399609904,1.7674127629364396,1.7034492341573744,1.7127071619033813,2435200,0.0,0.0
2002-10-28,1.7253315322940357,1.7253315322940357,1.5586897935551043,1.561214566230774,4722400,0.0,0.0
2002-10-29,1.562056204035116,1.562056204035116,1.4997759633712728,1.514925241470337,4871200,0.0,0.0
2002-10-30,1.5401739312839406,1.5612145596376952,1.5115586638806537,1.514925241470337,4926400,0.0,0.0
2002-10-31,1.527549574610441,1.527549574610441,1.4980926630366398,1.5065089464187622,1644000,0.0,0.0
2002-11-01,1.5065091923273892,1.5065091923273892,1.4459122310338777,1.4837852716445923,2742400,0.0,0.0
2002-11-04,1.5048256158473665,1.5443820984866683,1.5048256158473665,1.521658182144165,1336800,0.0,0.0
2002-11-05,1.5225000242862734,1.578047275543213,1.5073507447566952,1.578047275543213,2224800,0.0,0.0
2002-11-06,1.5797307678838337,1.5974048225923234,1.5570068456638122,1.5654231309890747,910400,0.0,0.0
2002-11-07,1.5527982590633456,1.578888590289392,1.5359656940952429,1.5544813871383667,834400,0.0,0.0
2002-11-08,1.5544816501299374,1.5544816501299374,1.4332877397537231,1.4332877397537231,2266400,0.0,0.0
2002-11-11,1.4391790196233887,1.4711607042695727,1.4223464526344989,1.4644277095794678,1081600,0.0,0.0
2002-11-12,1.4686360065095656,1.6007711343729911,1.467794362064461,1.5485903024673462,2532000,0.0,0.0
2002-11-13,1.548590176249299,1.6125537041185263,1.516608492578311,1.5990877151489258,3766400,0.0,0.0
2002-11-14,1.6075039983867387,1.643693903940259,1.578047087318019,1.5990877151489258,1755200,0.0,0.0
2002-11-15,1.6075040612257572,1.7169152660125713,1.6075040612257572,1.6975579261779785,2507200,0.0,0.0
2002-11-18,1.7589967413749346,1.7632049639436462,1.6664179317178798,1.7034494876861572,4120000,0.0,0.0
2002-11-19,1.6032954315953933,1.6075036525726318,1.4812599127453658,1.6075036525726318,9400000,0.0,0.0
2002-11-20,1.6075046395909494,1.645377688477098,1.56121514358257,1.6201289892196655,2154400,0.0,0.0
2002-11-21,1.6327531448710773,1.658002001656164,1.578047529294333,1.6361197233200073,2915200,0.0,0.0
2002-11-22,1.6361192848578598,1.6361192848578598,1.540173911630518,1.5570064783096313,3816800,0.0,0.0
2002-11-25,1.5738392849161265,1.5948799162089768,1.557006715670935,1.5620564222335815,1702400,0.0,0.0
2002-11-26,1.5628978284891453,1.5847801009610916,1.5199749279319337,1.5570064783096313,1782400,0.0,0.0
2002-11-27,1.5654225088042755,1.5881464219925672,1.5553229383226257,1.5713138580322266,1418400,0.0,0.0
2002-11-29,1.6117124594870824,1.6117124594870824,1.5654231309890747,1.5654231309890747,461600,0.0,0.0
2002-12-02,1.5990875834326281,1.6622094617260212,1.5780469573348304,1.5906713008880615,3728000,0.0,0.0
2002-12-03,1.5780468525544413,1.6268610954390361,1.5368072474042858,1.6041371822357178,1670400,0.0,0.0
2002-12-04,1.5948798702984763,1.6201285629121727,1.5822553634643555,1.5822553634643555,1547200,0.0,0.0
2002-12-05,1.5864640033673174,1.6605269722424836,1.582255779806202,1.6201289892196655,2463200,0.0,0.0
2002-12-06,1.611712308611825,1.624336655154286,1.578047330989504,1.6176036596298218,1127200,0.0,0.0
2002-12-09,1.5654231871291897,1.5755226014598633,1.5107175713440348,1.5275499820709229,1407200,0.0,0.0
2002-12-10,1.5443819899934654,1.56542261612273,1.518291658540804,1.525024652481079,2289600,0.0,0.0
2002-12-11,1.531757764203231,1.5452237531192252,1.4433870313488617,1.4484367370605469,2988800,0.0,0.0
2002-12-12,1.448436676505788,1.523341417312622,1.4433869710052154,1.523341417312622,1598400,0.0,0.0
2002-12-13,1.4896763912260556,1.4896763912260556,1.3297675848007202,1.3297675848007202,5163200,0.0,0.0
2002-12-16,1.3466001749038696,1.3710073801270823,1.3381838917052704,1.3466001749038696,3011200,0.0,0.0
2002-12-17,1.363432639306989,1.366799056018248,1.2245644585001416,1.2540212869644165,6561600,0.0,0.0
2002-12-18,1.1361939136389176,1.1530264000104726,1.0671806793837288,1.121044635772705,15253600,0.0,0.0
2002-12-19,0.8357339348855629,0.8837065505148614,0.7591460466831242,0.7843947410583496,38963200,0.0,0.0
2002-12-20,0.799544096861888,0.8121684452331948,0.7684039679841681,0.7970192432403564,23508800,0.0,0.0
2002-12-23,0.7944941794315797,0.8071186060020642,0.7785033354253297,0.7911276817321777,10243200,0.0,0.0
2002-12-24,0.7658789420400295,0.7742951456393734,0.7507296631921263,0.7700870037078857,4208000,0.0,0.0
2002-12-26,0.7785032931955648,0.7911276388176076,0.7709286537168862,0.7742951512336731,2602400,0.0,0.0
2002-12-27,0.7742949917123275,0.7894442675486094,0.7641955012426781,0.7869194149971008,4116000,0.0,0.0
2002-12-30,0.7785032150734653,0.8197428255816548,0.7734534291732105,0.8189011812210083,2522400,0.0,0.0
2002-12-31,0.8189014298885833,0.8290010047559294,0.7785034514737917,0.8247928619384766,2881600,0.0,0.0
2003-01-02,0.8247928580305676,0.8374172061594631,0.8062770778796927,0.8180598616600037,2815200,0.0,0.0
2003-01-03,0.8205843374934597,0.8391001091209694,0.8130096999974962,0.8306838274002075,1894400,0.0,0.0
2003-01-06,0.8668738850727021,0.8668738850727021,0.8205844876645414,0.8315256237983704,2815200,0.0,0.0
2003-01-07,0.8584575321753399,0.8693986674216456,0.8416250472824154,0.8500413298606873,3504000,0.0,0.0
2003-01-08,0.9047472068264105,0.9047472068264105,0.8391004552235238,0.8542496562004089,3288800,0.0,0.0
2003-01-09,0.8811813727704312,0.915687983960881,0.8811813727704312,0.8921225070953369,10240800,0.0,0.0
2003-01-10,0.8921226961202057,0.8963307576829567,0.859299286190794,0.8736069202423096,2906400,0.0,0.0
2003-01-13,0.8921225004730626,0.9013803462499018,0.8752899368590106,0.8879143595695496,1628800,0.0,0.0
2003-01-14,0.8853895617587176,0.8853895617587176,0.8247925376948697,0.8332087397575378,5394400,0.0,0.0
2003-01-15,0.8323674233671984,0.8323674233671984,0.7347388243392838,0.8029105067253113,9749600,0.0,0.0
2003-01-16,0.8113264635181292,0.8222675972681253,0.795335544859055,0.8037518262863159,2660000,0.0,0.0
2003-01-17,0.795335544859055,0.8121680274499687,0.7801863506590366,0.8037518262863159,2741600,0.0,0.0
2003-01-21,0.7953355200624819,0.8138512904670158,0.7700867568315004,0.8121680021286011,3869600,0.0,0.0
2003-01-22,0.8037519121427741,0.8332087397575378,0.7860777834684691,0.8332087397575378,2268800,0.0,0.0
2003-01-23,0.8315259139692036,0.8332091230506007,0.7869197897528536,0.820584774017334,2531200,0.0,0.0
2003-01-24,0.799543758424461,0.8071183963464502,0.7633538573587864,0.7919691205024719,5676000,0.0,0.0
2003-01-27,0.7843945993436137,0.7953357357192014,0.7574626207351685,0.7574626207351685,3596800,0.0,0.0
2003-01-28,0.7658789916573571,0.7785033380060546,0.7490464228409115,0.7566210627555847,5787200,0.0,0.0
2003-01-29,0.7566209763377477,0.7650372597847005,0.7423133426361043,0.7574626207351685,3560800,0.0,0.0
2003-01-30,0.7658788924571015,0.7726118870061358,0.7153813530757179,0.7465214729309082,3940800,0.0,0.0
2003-01-31,0.746521442893448,0.7515712287338507,0.7153813242912292,0.7153813242912292,2208000,0.0,0.0
2003-02-03,0.7237975885286756,0.7414717181169969,0.6901325377461669,0.6951823234558105,2149600,0.0,0.0
2003-02-04,0.6901326966059792,0.7280058172235462,0.6867661987791652,0.7145398259162903,2489600,0.0,0.0
2003-02-05,0.7153815175547744,0.7254810117003809,0.6892910974808908,0.6943408846855164,3685600,0.0,0.0
2003-02-06,0.6943407151848078,0.7069650597190815,0.6581508499317188,0.6733000874519348,3609600,0.0,0.0
2003-02-07,0.6766665787653477,0.689290923189299,0.6648838385748143,0.6665670871734619,2403200,0.0,0.0
2003-02-10,0.6581508397432689,0.6733000770289684,0.6438432066853135,0.6497345566749573,3335200,0.0,0.0
2003-02-11,0.6581508475240434,0.6724584406193338,0.6312188296770374,0.6387934684753418,5256000,0.0,0.0
2003-02-12,0.6438432166522752,0.6859244319862086,0.6438432166522752,0.6733000874519348,2116000,0.0,0.0
2003-02-13,0.6766665787653477,0.6884493590876934,0.6497345610551732,0.6665670871734619,3216800,0.0,0.0
2003-02-14,0.669091988610197,0.6943407595558635,0.6632006381528726,0.692657470703125,1928800,0.0,0.0
2003-02-18,0.7574625191962022,0.8626656468623414,0.7515711697312557,0.8584575057029724,14183200,0.0,0.0
2003-02-19,0.8626658685566231,0.8862313527360587,0.8416252376162177,0.8752902150154114,4581600,0.0,0.0
2003-02-20,0.8752901998264643,0.8794983419942488,0.855932858223746,0.8576160669326782,2695200,0.0,0.0
2003-02-21,0.8651904532711026,0.8963305677664748,0.8626656008156974,0.8921225070953369,4217600,0.0,0.0
